hostid              PageRank              outdegree              indegree
521              1.3235577E-5              0                         7
515              1.3235002E-5              1                         4
6816              1.3234946E-5              0                         10
3446              1.32344085E-5              19                         14
2027              1.3234408E-5              0                         2
7499              1.3233736E-5              0                         13
567              1.32336145E-5              3                         2
904              1.32336145E-5              0                         2
922              1.32336145E-5              1                         2
972              1.32336145E-5              1                         2
1601              1.32336145E-5              1                         2
1853              1.32336145E-5              0                         2
2087              1.32336145E-5              0                         2
9120              1.3233322E-5              0                         10
2849              1.3233101E-5              14                         12
1810              1.3233055E-5              0                         6
3334              1.323305E-5              16                         11
3554              1.3232364E-5              1                         11
610              1.3232221E-5              1                         5
997              1.3232221E-5              0                         5
1559              1.3232221E-5              0                         5
1693              1.3232018E-5              0                         4
9642              1.3231997E-5              0                         10
693              1.3231964E-5              0                         5
1370              1.3231747E-5              0                         5
6852              1.3231723E-5              0                         12
1201              1.32317E-5              2                         7
1337              1.3231275E-5              14                         5
9412              1.3231251E-5              0                         6
949              1.3230992E-5              0                         4
7995              1.3230958E-5              14                         12
2197              1.32309015E-5              3                         6
136              1.3230751E-5              1                         3
2719              1.3230657E-5              1193                         13
4368              1.3230448E-5              627                         4
85              1.3230225E-5              0                         3
2896              1.3230125E-5              0                         7
552              1.3229874E-5              0                         4
583              1.3229874E-5              0                         4
609              1.3229874E-5              0                         4
729              1.3229874E-5              1                         4
1123              1.3229874E-5              1                         4
1226              1.3229874E-5              1                         4
1509              1.3229874E-5              1                         4
1603              1.3229874E-5              0                         4
2291              1.3229874E-5              0                         4
2298              1.3229874E-5              1                         4
2323              1.3229874E-5              0                         4
6783              1.3229183E-5              1                         11
6648              1.322886E-5              0                         11
6653              1.3228621E-5              0                         11
11264              1.3228539E-5              91                         7
1457              1.3228415E-5              56                         3
3042              1.3228016E-5              0                         13
4297              1.3227939E-5              0                         14
2472              1.3227836E-5              2                         13
760              1.3227605E-5              2                         4
1192              1.3227503E-5              4                         5
1643              1.3227424E-5              0                         5
7969              1.3227288E-5              23                         12
2698              1.3227233E-5              470                         1
887              1.3226954E-5              1                         4
2629              1.3226821E-5              1                         12
418              1.3226796E-5              0                         4
550              1.3226587E-5              0                         5
7952              1.322653E-5              29                         9
312              1.3226191E-5              6                         6
1068              1.3225785E-5              1                         3
3547              1.32254645E-5              2                         8
10942              1.3225102E-5              1                         10
2061              1.322497E-5              1                         1
10508              1.3224899E-5              3                         8
2618              1.322477E-5              0                         13
2865              1.3224728E-5              8                         13
1596              1.3224674E-5              1                         7
2195              1.32246305E-5              5                         5
2213              1.3224498E-5              3                         7
1682              1.3224401E-5              1                         6
5969              1.3224103E-5              0                         12
3937              1.3224042E-5              9                         10
16              1.322367E-5              1                         7
1275              1.3223627E-5              1                         8
5887              1.322358E-5              0                         11
1897              1.3223438E-5              0                         3
2128              1.3223407E-5              3                         3
652              1.3223385E-5              19                         6
3625              1.3223217E-5              0                         3
2126              1.3223164E-5              0                         5
1586              1.3222764E-5              0                         4
2055              1.3222764E-5              0                         4
1346              1.3222691E-5              0                         4
227              1.3222283E-5              1                         6
1770              1.3222152E-5              0                         1
324              1.322215E-5              1                         3
34              1.3222021E-5              3                         3
177              1.3221992E-5              0                         4
2235              1.3221885E-5              1                         6
10388              1.32217565E-5              0                         12
1034              1.322162E-5              0                         6
5933              1.3221428E-5              0                         11
1988              1.3221039E-5              1                         1
2248              1.3221029E-5              1                         7
994              1.3221E-5              0                         3
856              1.3220452E-5              0                         2
1934              1.3220452E-5              0                         2
2189              1.3220452E-5              0                         2
9048              1.3220368E-5              2                         13
6536              1.32197665E-5              0                         8
2625              1.3219429E-5              0                         4
3454              1.3219282E-5              1                         9
1334              1.3219026E-5              0                         4
3015              1.3218798E-5              0                         4
1488              1.3218701E-5              0                         4
2316              1.321869E-5              0                         2
3536              1.3218597E-5              0                         9
176              1.3218521E-5              14                         3
2261              1.3218521E-5              1                         3
1884              1.3218315E-5              3                         3
5818              1.321787E-5              0                         10
1147              1.3217828E-5              0                         11
1812              1.3217711E-5              0                         13
1384              1.3217619E-5              0                         1
2077              1.3217514E-5              1                         3
354              1.3217458E-5              8                         6
747              1.3216919E-5              1                         1
989              1.3216919E-5              1                         1
1360              1.3216919E-5              0                         1
2254              1.3216919E-5              1                         1
3501              1.3216919E-5              8                         1
5859              1.3216634E-5              3                         7
4859              1.3216553E-5              0                         6
6827              1.3216512E-5              1                         10
96              1.3215943E-5              0                         4
229              1.3215943E-5              1                         4
494              1.3215943E-5              1                         4
586              1.3215943E-5              0                         4
603              1.3215943E-5              1                         4
660              1.3215943E-5              0                         4
749              1.3215943E-5              0                         4
779              1.3215943E-5              0                         4
798              1.3215943E-5              0                         4
889              1.3215943E-5              25                         4
1369              1.3215943E-5              0                         4
1380              1.3215943E-5              0                         4
1406              1.3215943E-5              0                         4
1424              1.3215943E-5              0                         4
1552              1.3215943E-5              3                         4
1681              1.3215943E-5              11                         4
1712              1.3215943E-5              3                         4
1832              1.3215943E-5              0                         4
1972              1.3215943E-5              0                         4
2117              1.3215943E-5              2                         4
2853              1.32158E-5              62                         12
45              1.321531E-5              0                         3
7001              1.3215268E-5              2                         9
4244              1.3214939E-5              7                         4
2086              1.3214856E-5              1                         4
416              1.3214826E-5              0                         7
10403              1.3214604E-5              0                         10
7654              1.321454E-5              0                         12
3127              1.321417E-5              0                         10
8936              1.3213944E-5              0                         11
1507              1.3213486E-5              0                         4
6433              1.3213227E-5              0                         10
70              1.321322E-5              1                         2
161              1.321322E-5              1                         2
210              1.321322E-5              1                         2
297              1.321322E-5              0                         2
304              1.321322E-5              0                         2
329              1.321322E-5              1                         2
493              1.321322E-5              1                         2
597              1.321322E-5              4                         2
621              1.321322E-5              1                         2
631              1.321322E-5              0                         2
640              1.321322E-5              0                         2
697              1.321322E-5              0                         2
734              1.321322E-5              0                         2
1036              1.321322E-5              2                         2
1048              1.321322E-5              0                         2
1052              1.321322E-5              1                         2
1285              1.321322E-5              5                         2
1310              1.321322E-5              0                         2
1352              1.321322E-5              0                         2
1402              1.321322E-5              0                         2
1490              1.321322E-5              1                         2
1531              1.321322E-5              1                         2
1549              1.321322E-5              10                         2
1648              1.321322E-5              0                         2
1675              1.321322E-5              1                         2
1695              1.321322E-5              0                         2
1747              1.321322E-5              0                         2
1888              1.321322E-5              0                         2
1917              1.321322E-5              0                         2
2034              1.321322E-5              1                         2
2054              1.321322E-5              0                         2
2190              1.321322E-5              1                         2
3024              1.321322E-5              57                         2
1121              1.32132E-5              0                         2
9036              1.3213121E-5              3                         9
525              1.3212761E-5              1                         4
1428              1.3212747E-5              0                         3
1481              1.32124105E-5              0                         3
1839              1.32124105E-5              0                         3
11127              1.32124105E-5              0                         3
3795              1.3211646E-5              0                         1
2407              1.3211258E-5              0                         4
1086              1.3211257E-5              1                         5
8330              1.3211001E-5              1                         4
973              1.3210944E-5              0                         4
9455              1.3210884E-5              0                         9
9340              1.32106425E-5              2                         8
82              1.3210225E-5              0                         3
10982              1.3209941E-5              0                         8
5931              1.3209722E-5              0                         10
2740              1.3209706E-5              154                         5
534              1.3209687E-5              0                         1
594              1.3209687E-5              1                         1
1012              1.3209687E-5              1                         1
1213              1.3209687E-5              0                         1
1324              1.3209687E-5              2                         1
1518              1.3209687E-5              1                         1
1595              1.3209687E-5              0                         1
1883              1.3209687E-5              1                         1
1983              1.3209687E-5              1                         1
398              1.3209639E-5              2                         7
1320              1.3209603E-5              0                         4
157              1.3209336E-5              0                         4
2562              1.3209287E-5              0                         10
1852              1.32089435E-5              1                         5
6743              1.3208901E-5              0                         3
1028              1.32085115E-5              2                         11
1283              1.3208239E-5              0                         3
339              1.3207724E-5              1                         4
512              1.3207724E-5              0                         4
2242              1.3207724E-5              0                         4
2379              1.3207353E-5              1                         10
2744              1.3207001E-5              1                         10
2322              1.32068835E-5              0                         3
940              1.3206826E-5              0                         4
6239              1.3206439E-5              4                         3
1694              1.3206216E-5              0                         4
937              1.3205991E-5              1                         5
1699              1.3205991E-5              0                         5
1772              1.3205991E-5              1                         5
7038              1.3205733E-5              0                         9
3713              1.3205278E-5              69                         9
122              1.32052755E-5              0                         3
756              1.32052755E-5              0                         3
966              1.32052755E-5              0                         3
1624              1.32052755E-5              0                         3
1958              1.32052755E-5              0                         3
3091              1.32052755E-5              0                         3
1388              1.320513E-5              0                         4
3550              1.3205115E-5              1                         1
1857              1.3204649E-5              0                         5
6939              1.32045725E-5              0                         10
2133              1.320455E-5              0                         3
514              1.3204536E-5              0                         2
1295              1.3204536E-5              0                         2
2144              1.3204416E-5              1                         4
10840              1.32043915E-5              0                         1
2377              1.320439E-5              3                         9
33              1.3204384E-5              2                         3
2120              1.3204374E-5              0                         6
1565              1.3203983E-5              0                         7
2232              1.32034365E-5              1                         10
5317              1.3203262E-5              0                         5
1615              1.3203234E-5              0                         5
50              1.3202938E-5              1                         2
1726              1.3202868E-5              0                         3
2073              1.3202868E-5              0                         3
979              1.3202459E-5              0                         4
2047              1.3202142E-5              1                         3
10203              1.32020905E-5              1                         6
1135              1.3202048E-5              0                         5
4753              1.3201972E-5              0                         5
1051              1.3201849E-5              0                         4
2334              1.3201361E-5              2                         9
1647              1.3201285E-5              0                         4
2583              1.3200878E-5              27                         9
829              1.3200535E-5              0                         3
3266              1.3199974E-5              1                         9
5379              1.319997E-5              0                         2
3182              1.3199935E-5              0                         4
19              1.31997E-5              1                         4
46              1.31997E-5              0                         4
571              1.31997E-5              1                         4
1169              1.31997E-5              0                         4
1304              1.31997E-5              2                         4
3421              1.3199688E-5              6                         8
2915              1.3199392E-5              138                         4
6651              1.3199294E-5              0                         8
510              1.3199289E-5              0                         2
566              1.3199289E-5              0                         2
2030              1.3199289E-5              2                         2
409              1.3198781E-5              2                         2
4241              1.3198781E-5              13                         2
4248              1.3198781E-5              14                         2
5359              1.3198781E-5              0                         2
5366              1.3198781E-5              0                         2
10678              1.3198781E-5              0                         2
11103              1.3198781E-5              1                         2
3568              1.3198364E-5              2                         9
1109              1.3198263E-5              1                         2
1111              1.3198263E-5              1                         2
2390              1.3198236E-5              2                         7
1659              1.3198139E-5              0                         4
9105              1.3197774E-5              0                         4
11037              1.3197563E-5              0                         5
225              1.3197484E-5              1                         3
5918              1.3197407E-5              0                         9
140              1.3197258E-5              1                         5
233              1.3197258E-5              2                         5
358              1.3197258E-5              0                         5
906              1.3197258E-5              0                         5
5956              1.319679E-5              1                         7
3790              1.3196554E-5              6                         4
7733              1.3196483E-5              0                         8
2112              1.3196474E-5              0                         2
9117              1.3196437E-5              0                         8
8222              1.3196407E-5              0                         8
6639              1.3196284E-5              0                         9
1564              1.3196157E-5              0                         3
308              1.3195849E-5              0                         2
993              1.3195849E-5              0                         2
1269              1.3195849E-5              0                         2
1426              1.3195849E-5              2                         2
1499              1.3195849E-5              0                         2
1503              1.3195849E-5              0                         2
2085              1.3195849E-5              0                         2
2183              1.3195849E-5              0                         2
2186              1.3195849E-5              0                         2
1074              1.3195775E-5              0                         4
587              1.3195756E-5              0                         1
440              1.3195529E-5              0                         5
250              1.3195309E-5              0                         2
8805              1.3195269E-5              0                         8
384              1.3195023E-5              0                         1
1187              1.3194987E-5              7                         3
3949              1.3194894E-5              1                         8
7015              1.319448E-5              1                         8
1769              1.3194376E-5              7                         4
5911              1.3194358E-5              0                         9
1978              1.3194067E-5              0                         2
337              1.3194013E-5              26                         6
1767              1.3193896E-5              2                         6
532              1.3193885E-5              2                         4
585              1.3193728E-5              1                         6
3478              1.3193596E-5              1                         8
3323              1.3193327E-5              5                         4
2200              1.3193261E-5              2                         4
7019              1.3193155E-5              0                         6
893              1.3192763E-5              0                         3
1301              1.3191902E-5              1                         2
6358              1.3191899E-5              0                         2
463              1.3191881E-5              0                         4
999              1.3191756E-5              0                         5
1949              1.31912575E-5              0                         3
98              1.3190967E-5              1                         4
598              1.3190967E-5              0                         4
851              1.3190967E-5              0                         4
193              1.3190374E-5              1                         4
7212              1.3190269E-5              0                         5
1631              1.3190071E-5              0                         3
620              1.3190066E-5              2                         3
28              1.3190052E-5              0                         1
248              1.3190052E-5              0                         1
1053              1.3190052E-5              0                         1
1064              1.3190052E-5              1                         1
1620              1.3190052E-5              5                         1
1718              1.3190052E-5              0                         1
1739              1.3190052E-5              0                         1
2290              1.3190012E-5              0                         7
1803              1.3189582E-5              0                         5
1545              1.3189338E-5              0                         3
1835              1.3189338E-5              0                         3
3202              1.3188623E-5              0                         3
10444              1.31882225E-5              0                         4
43              1.31881225E-5              5                         3
5579              1.3188017E-5              0                         7
11039              1.3187843E-5              0                         6
2252              1.3187826E-5              4                         6
896              1.3187724E-5              2                         2
1946              1.3187724E-5              1                         2
2022              1.3187724E-5              1                         2
535              1.3187564E-5              0                         3
2097              1.3187564E-5              1                         3
130              1.3187047E-5              0                         1
296              1.3187047E-5              0                         1
581              1.3187047E-5              0                         1
778              1.3187047E-5              0                         1
1087              1.3187047E-5              2                         1
1204              1.3187047E-5              0                         1
1692              1.3187047E-5              0                         1
1722              1.3187047E-5              0                         1
1953              1.3187047E-5              0                         1
2177              1.3187047E-5              1                         1
1921              1.3186974E-5              0                         3
9254              1.318689E-5              0                         4
3184              1.3186699E-5              0                         3
137              1.3186697E-5              0                         6
630              1.3186533E-5              6                         2
1560              1.3186533E-5              1                         2
3800              1.31864135E-5              0                         5
1091              1.3186316E-5              0                         4
216              1.3186283E-5              2                         3
290              1.3186283E-5              1                         3
1354              1.3186283E-5              0                         3
1944              1.3186283E-5              1                         3
9772              1.3186097E-5              0                         7
6817              1.3185772E-5              0                         8
1125              1.31857505E-5              1                         4
1820              1.31857005E-5              0                         1
5708              1.31857005E-5              2                         1
11123              1.3185573E-5              0                         2
4226              1.31854695E-5              8                         7
739              1.3185463E-5              0                         2
8338              1.3185137E-5              0                         3
11              1.31849465E-5              7                         2
8586              1.3184765E-5              0                         6
145              1.3184607E-5              1                         5
983              1.3184607E-5              0                         5
395              1.318429E-5              1                         2
1245              1.3184247E-5              1                         5
274              1.3184223E-5              0                         1
281              1.3184223E-5              0                         1
2149              1.3184223E-5              0                         1
5862              1.318414E-5              0                         6
903              1.3183708E-5              0                         4
3546              1.31830875E-5              5                         4
38              1.3183047E-5              0                         2
244              1.3183047E-5              0                         2
333              1.3183047E-5              0                         2
353              1.3183047E-5              0                         2
394              1.3183047E-5              1                         2
492              1.3183047E-5              0                         2
520              1.3183047E-5              0                         2
698              1.3183047E-5              1                         2
744              1.3183047E-5              1                         2
901              1.3183047E-5              1                         2
930              1.3183047E-5              1                         2
947              1.3183047E-5              0                         2
984              1.3183047E-5              0                         2
992              1.3183047E-5              0                         2
1124              1.3183047E-5              0                         2
1126              1.3183047E-5              1                         2
1144              1.3183047E-5              0                         2
1161              1.3183047E-5              0                         2
1262              1.3183047E-5              1                         2
1407              1.3183047E-5              4                         2
1436              1.3183047E-5              0                         2
1534              1.3183047E-5              5                         2
1632              1.3183047E-5              0                         2
1637              1.3183047E-5              0                         2
1773              1.3183047E-5              0                         2
2162              1.3183047E-5              0                         2
2303              1.3183047E-5              1                         2
7251              1.3183001E-5              0                         5
5716              1.3182972E-5              1                         5
890              1.3182402E-5              1                         5
3902              1.3182401E-5              5                         5
5717              1.3182134E-5              1                         6
1827              1.3182024E-5              0                         3
2240              1.3182024E-5              4                         3
10914              1.3181626E-5              1                         2
1210              1.3181285E-5              1                         2
2115              1.3181074E-5              0                         4
10531              1.3180321E-5              3                         6
6733              1.3180183E-5              0                         6
4270              1.3179972E-5              14                         4
12              1.3179719E-5              0                         2
428              1.3179513E-5              1                         1
706              1.3179513E-5              4                         1
857              1.3179513E-5              0                         1
892              1.3179513E-5              1                         1
1610              1.3179513E-5              7                         1
1822              1.3179513E-5              0                         1
3220              1.3179513E-5              1                         1
2391              1.3179376E-5              2                         5
138              1.3179286E-5              0                         4
5697              1.3179279E-5              0                         1
1489              1.3178508E-5              501                         1
1670              1.3178183E-5              1                         3
457              1.3178072E-5              1                         2
2154              1.3177692E-5              0                         3
6002              1.3177075E-5              516                         1
234              1.3177071E-5              0                         2
5293              1.3177071E-5              0                         2
1237              1.3176856E-5              1                         2
257              1.3176681E-5              3                         2
10634              1.31761735E-5              0                         5
134              1.3176108E-5              4                         5
3              1.3175772E-5              1                         3
15              1.3175772E-5              0                         3
37              1.3175772E-5              1                         3
57              1.3175772E-5              1                         3
68              1.3175772E-5              2                         3
73              1.3175772E-5              1                         3
78              1.3175772E-5              5                         3
117              1.3175772E-5              0                         3
128              1.3175772E-5              1                         3
459              1.3175772E-5              0                         3
541              1.3175772E-5              0                         3
623              1.3175772E-5              0                         3
833              1.3175772E-5              0                         3
1002              1.3175772E-5              5                         3
1094              1.3175772E-5              0                         3
1281              1.3175772E-5              0                         3
1309              1.3175772E-5              0                         3
1338              1.3175772E-5              0                         3
1362              1.3175772E-5              0                         3
1366              1.3175772E-5              0                         3
1420              1.3175772E-5              0                         3
1439              1.3175772E-5              0                         3
1520              1.3175772E-5              0                         3
1672              1.3175772E-5              0                         3
1677              1.3175772E-5              0                         3
1691              1.3175772E-5              2                         3
1710              1.3175772E-5              0                         3
1890              1.3175772E-5              0                         3
2304              1.3175772E-5              1                         3
2314              1.3175772E-5              0                         3
6896              1.3175487E-5              0                         3
1576              1.3175164E-5              0                         2
112              1.3175115E-5              2                         2
1798              1.3175078E-5              0                         1
10768              1.3174558E-5              0                         1
4099              1.3174482E-5              0                         2
1805              1.3174339E-5              0                         3
1037              1.317433E-5              0                         3
951              1.3174314E-5              0                         2
1046              1.3174314E-5              0                         2
1638              1.3174314E-5              0                         2
4274              1.3173994E-5              0                         4
11252              1.3173833E-5              11                         3
733              1.3173813E-5              0                         2
421              1.3173074E-5              5                         1
786              1.3173074E-5              1                         1
982              1.3173074E-5              4                         1
1479              1.3173074E-5              0                         1
1574              1.3173074E-5              0                         1
1937              1.3173074E-5              0                         1
434              1.3172972E-5              0                         4
9165              1.3172882E-5              0                         3
363              1.3172597E-5              0                         2
863              1.3172405E-5              0                         3
826              1.3172239E-5              0                         2
968              1.3172239E-5              0                         2
1195              1.3172239E-5              0                         2
1532              1.3172239E-5              1                         2
6094              1.3172239E-5              0                         2
6476              1.3172239E-5              0                         2
11100              1.3172239E-5              0                         2
9457              1.3171534E-5              0                         3
1267              1.3171406E-5              0                         2
4304              1.3171296E-5              0                         2
1653              1.317109E-5              29                         3
1973              1.3171067E-5              11                         4
953              1.3170815E-5              0                         2
1736              1.317078E-5              2                         1
8389              1.3170661E-5              0                         2
2621              1.3170485E-5              3                         4
5238              1.3170195E-5              0                         3
22              1.3169759E-5              0                         1
4886              1.3169759E-5              0                         1
7231              1.3169759E-5              1                         1
4692              1.3169522E-5              0                         3
1548              1.3169515E-5              0                         3
10540              1.3169482E-5              0                         2
2143              1.31694505E-5              1                         4
775              1.3169419E-5              11                         3
5203              1.3169397E-5              1                         1
480              1.3169206E-5              1                         1
2184              1.3168857E-5              114                         4
6934              1.3168857E-5              0                         4
2121              1.3168835E-5              0                         2
413              1.3168645E-5              1                         1
688              1.3168645E-5              0                         1
796              1.3168645E-5              1                         1
2829              1.3168137E-5              2                         3
2008              1.3168048E-5              0                         2
1336              1.31679335E-5              8                         3
3329              1.3167788E-5              1                         2
10501              1.3167729E-5              0                         3
2012              1.3167714E-5              2                         3
629              1.3167154E-5              0                         3
1696              1.3167147E-5              0                         2
588              1.3166973E-5              0                         1
719              1.316651E-5              0                         3
6654              1.316651E-5              0                         3
6543              1.3166453E-5              0                         1
491              1.3166304E-5              0                         3
88              1.31658035E-5              0                         1
1242              1.31658035E-5              5                         1
1284              1.31658035E-5              0                         1
1854              1.31658035E-5              3                         1
1860              1.316572E-5              0                         2
6652              1.3165639E-5              0                         2
4896              1.3165559E-5              1                         3
7759              1.3165559E-5              0                         3
1350              1.3165409E-5              0                         2
40              1.3165012E-5              0                         1
469              1.3165012E-5              0                         1
477              1.3165012E-5              0                         1
544              1.3165012E-5              1                         1
1041              1.3165012E-5              0                         1
1280              1.3165012E-5              19                         1
1667              1.3165012E-5              15                         1
1984              1.3165012E-5              0                         1
2053              1.3165012E-5              1                         1
2074              1.3165012E-5              0                         1
2088              1.3165012E-5              1                         1
3018              1.3165012E-5              0                         1
9727              1.3165002E-5              1                         1
1330              1.3164709E-5              5                         3
8564              1.3164706E-5              0                         1
100              1.3164516E-5              1                         1
914              1.3164516E-5              1                         1
4596              1.3164516E-5              0                         1
10890              1.3164516E-5              0                         1
908              1.316442E-5              1                         2
1568              1.316442E-5              2                         2
6940              1.316442E-5              1                         2
251              1.31643865E-5              0                         1
335              1.31643865E-5              2                         1
1933              1.31643865E-5              0                         1
7057              1.31643865E-5              0                         1
