hostid              InversePageRank              outdegree              indegree
8389              1.3155585E-5                         0                            2
8390              1.3155585E-5                         0                            15
8394              1.3155585E-5                         0                            30
8396              1.3155585E-5                         0                            5
8400              1.3155585E-5                         0                            28
8406              1.3155585E-5                         0                            68
8408              1.3155585E-5                         0                            40
8410              1.3155585E-5                         0                            21
8411              1.3155585E-5                         0                            85
8412              1.3155585E-5                         0                            17
8420              1.3155585E-5                         0                            19
8422              1.3155585E-5                         0                            52
8424              1.3155585E-5                         0                            26
8430              1.3155585E-5                         0                            35
8435              1.3155585E-5                         0                            36
8437              1.3155585E-5                         0                            44
8438              1.3155585E-5                         0                            20
8440              1.3155585E-5                         0                            5
8441              1.3155585E-5                         0                            27
8445              1.3155585E-5                         0                            31
8449              1.3155585E-5                         0                            41
8453              1.3155585E-5                         0                            4
8455              1.3155585E-5                         0                            42
8457              1.3155585E-5                         0                            21
8459              1.3155585E-5                         0                            13
8462              1.3155585E-5                         0                            33
8465              1.3155585E-5                         0                            33
8468              1.3155585E-5                         0                            102
8478              1.3155585E-5                         0                            43
8491              1.3155585E-5                         0                            256
8492              1.3155585E-5                         0                            23
8510              1.3155585E-5                         0                            19
8512              1.3155585E-5                         0                            21
8518              1.3155585E-5                         0                            4
8521              1.3155585E-5                         0                            28
8524              1.3155585E-5                         0                            15
8533              1.3155585E-5                         0                            17
8535              1.3155585E-5                         0                            1
8537              1.3155585E-5                         0                            12
8546              1.3155585E-5                         0                            7
8549              1.3155585E-5                         0                            38
8550              1.3155585E-5                         0                            14
8559              1.3155585E-5                         0                            29
8564              1.3155585E-5                         0                            1
8572              1.3155585E-5                         0                            5
8586              1.3155585E-5                         0                            6
8590              1.3155585E-5                         0                            12
8600              1.3155585E-5                         0                            26
8607              1.3155585E-5                         0                            35
8613              1.3155585E-5                         0                            10
8615              1.3155585E-5                         0                            45
8630              1.3155585E-5                         0                            38
8633              1.3155585E-5                         0                            11
8642              1.3155585E-5                         0                            24
8648              1.3155585E-5                         0                            22
8667              1.3155585E-5                         0                            22
8673              1.3155585E-5                         0                            26
8674              1.3155585E-5                         0                            270
8687              1.3155585E-5                         0                            48
8703              1.3155585E-5                         0                            43
8705              1.3155585E-5                         0                            8
8707              1.3155585E-5                         0                            130
8713              1.3155585E-5                         0                            52
8718              1.3155585E-5                         0                            41
8721              1.3155585E-5                         0                            35
8735              1.3155585E-5                         0                            47
8737              1.3155585E-5                         0                            6
8738              1.3155585E-5                         0                            22
8740              1.3155585E-5                         0                            26
8741              1.3155585E-5                         0                            34
8742              1.3155585E-5                         0                            23
8743              1.3155585E-5                         0                            27
8745              1.3155585E-5                         0                            26
8748              1.3155585E-5                         0                            6
8750              1.3155585E-5                         0                            45
8780              1.3155585E-5                         0                            1
8785              1.3155585E-5                         0                            152
8786              1.3155585E-5                         0                            35
8797              1.3155585E-5                         0                            68
8800              1.3155585E-5                         0                            12
8805              1.3155585E-5                         0                            8
8809              1.3155585E-5                         0                            29
8818              1.3155585E-5                         0                            42
8821              1.3155585E-5                         0                            20
8855              1.3155585E-5                         0                            34
8857              1.3155585E-5                         0                            25
8862              1.3155585E-5                         0                            20
8863              1.3155585E-5                         0                            9
8864              1.3155585E-5                         0                            3
8868              1.3155585E-5                         0                            54
8869              1.3155585E-5                         0                            25
8876              1.3155585E-5                         0                            66
8877              1.3155585E-5                         0                            18
8880              1.3155585E-5                         0                            61
8883              1.3155585E-5                         0                            19
8886              1.3155585E-5                         0                            55
8888              1.3155585E-5                         0                            41
8891              1.3155585E-5                         0                            14
8893              1.3155585E-5                         0                            868
8899              1.3155585E-5                         0                            40
8900              1.3155585E-5                         0                            120
8919              1.3155585E-5                         0                            7
8921              1.3155585E-5                         0                            25
8932              1.3155585E-5                         0                            26
8933              1.3155585E-5                         0                            15
8936              1.3155585E-5                         0                            11
8940              1.3155585E-5                         0                            46
8948              1.3155585E-5                         0                            25
8950              1.3155585E-5                         0                            169
8954              1.3155585E-5                         0                            27
8955              1.3155585E-5                         0                            45
8958              1.3155585E-5                         0                            1
8961              1.3155585E-5                         0                            5
8966              1.3155585E-5                         0                            29
8967              1.3155585E-5                         0                            15
8968              1.3155585E-5                         0                            90
8973              1.3155585E-5                         0                            20
8982              1.3155585E-5                         0                            8
8988              1.3155585E-5                         0                            46
8992              1.3155585E-5                         0                            12
8997              1.3155585E-5                         0                            22
9007              1.3155585E-5                         0                            27
9016              1.3155585E-5                         0                            25
9020              1.3155585E-5                         0                            31
9026              1.3155585E-5                         0                            21
9033              1.3155585E-5                         0                            53
9041              1.3155585E-5                         0                            1
9057              1.3155585E-5                         0                            18
9061              1.3155585E-5                         0                            52
9067              1.3155585E-5                         0                            26
9071              1.3155585E-5                         0                            30
9073              1.3155585E-5                         0                            21
9074              1.3155585E-5                         0                            20
9086              1.3155585E-5                         0                            42
9087              1.3155585E-5                         0                            60
9088              1.3155585E-5                         0                            78
9092              1.3155585E-5                         0                            70
9100              1.3155585E-5                         0                            29
9105              1.3155585E-5                         0                            4
9106              1.3155585E-5                         0                            43
9117              1.3155585E-5                         0                            8
9119              1.3155585E-5                         0                            18
9120              1.3155585E-5                         0                            10
9123              1.3155585E-5                         0                            15
9125              1.3155585E-5                         0                            1
9126              1.3155585E-5                         0                            65
9131              1.3155585E-5                         0                            28
9132              1.3155585E-5                         0                            27
9138              1.3155585E-5                         0                            21
9141              1.3155585E-5                         0                            17
9142              1.3155585E-5                         0                            13
9146              1.3155585E-5                         0                            26
9147              1.3155585E-5                         0                            11
9149              1.3155585E-5                         0                            59
9151              1.3155585E-5                         0                            29
9152              1.3155585E-5                         0                            78
9160              1.3155585E-5                         0                            23
9164              1.3155585E-5                         0                            9
9165              1.3155585E-5                         0                            3
9176              1.3155585E-5                         0                            10
9180              1.3155585E-5                         0                            26
9183              1.3155585E-5                         0                            26
9194              1.3155585E-5                         0                            1
9196              1.3155585E-5                         0                            17
9198              1.3155585E-5                         0                            47
9199              1.3155585E-5                         0                            71
9203              1.3155585E-5                         0                            119
9213              1.3155585E-5                         0                            50
9215              1.3155585E-5                         0                            20
9218              1.3155585E-5                         0                            26
9226              1.3155585E-5                         0                            1
9227              1.3155585E-5                         0                            45
9248              1.3155585E-5                         0                            12
9249              1.3155585E-5                         0                            38
9251              1.3155585E-5                         0                            29
9252              1.3155585E-5                         0                            2
9254              1.3155585E-5                         0                            4
9256              1.3155585E-5                         0                            12
9269              1.3155585E-5                         0                            1
9271              1.3155585E-5                         0                            18
9284              1.3155585E-5                         0                            30
9323              1.3155585E-5                         0                            76
9325              1.3155585E-5                         0                            23
9327              1.3155585E-5                         0                            22
9336              1.3155585E-5                         0                            32
9342              1.3155585E-5                         0                            9
9351              1.3155585E-5                         0                            52
9352              1.3155585E-5                         0                            22
9357              1.3155585E-5                         0                            17
9372              1.3155585E-5                         0                            23
9374              1.3155585E-5                         0                            39
9408              1.3155585E-5                         0                            90
9412              1.3155585E-5                         0                            6
9418              1.3155585E-5                         0                            48
9421              1.3155585E-5                         0                            30
9425              1.3155585E-5                         0                            8
9426              1.3155585E-5                         0                            9
9429              1.3155585E-5                         0                            10
9440              1.3155585E-5                         0                            18
9441              1.3155585E-5                         0                            6
9455              1.3155585E-5                         0                            9
9457              1.3155585E-5                         0                            3
9458              1.3155585E-5                         0                            17
9460              1.3155585E-5                         0                            2
9464              1.3155585E-5                         0                            34
9468              1.3155585E-5                         0                            27
9486              1.3155585E-5                         0                            27
9492              1.3155585E-5                         0                            14
9499              1.3155585E-5                         0                            64
9504              1.3155585E-5                         0                            35
9523              1.3155585E-5                         0                            1
9527              1.3155585E-5                         0                            51
9535              1.3155585E-5                         0                            1
9542              1.3155585E-5                         0                            11
9550              1.3155585E-5                         0                            18
9553              1.3155585E-5                         0                            2
9567              1.3155585E-5                         0                            12
9570              1.3155585E-5                         0                            12
9578              1.3155585E-5                         0                            43
9582              1.3155585E-5                         0                            40
9597              1.3155585E-5                         0                            13
9603              1.3155585E-5                         0                            32
9604              1.3155585E-5                         0                            153
9617              1.3155585E-5                         0                            1
9622              1.3155585E-5                         0                            35
9623              1.3155585E-5                         0                            79
9635              1.3155585E-5                         0                            29
9642              1.3155585E-5                         0                            10
9652              1.3155585E-5                         0                            43
9691              1.3155585E-5                         0                            28
9695              1.3155585E-5                         0                            39
9700              1.3155585E-5                         0                            6
9703              1.3155585E-5                         0                            6
9704              1.3155585E-5                         0                            38
9705              1.3155585E-5                         0                            50
9719              1.3155585E-5                         0                            18
9720              1.3155585E-5                         0                            29
9725              1.3155585E-5                         0                            18
9728              1.3155585E-5                         0                            16
9736              1.3155585E-5                         0                            18
9742              1.3155585E-5                         0                            17
9756              1.3155585E-5                         0                            6
9757              1.3155585E-5                         0                            27
9758              1.3155585E-5                         0                            21
9760              1.3155585E-5                         0                            22
9768              1.3155585E-5                         0                            13
9772              1.3155585E-5                         0                            7
9776              1.3155585E-5                         0                            40
9799              1.3155585E-5                         0                            19
9801              1.3155585E-5                         0                            32
9803              1.3155585E-5                         0                            8
9813              1.3155585E-5                         0                            42
9814              1.3155585E-5                         0                            72
9815              1.3155585E-5                         0                            39
9817              1.3155585E-5                         0                            7
9818              1.3155585E-5                         0                            46
9820              1.3155585E-5                         0                            14
9827              1.3155585E-5                         0                            23
9830              1.3155585E-5                         0                            13
9833              1.3155585E-5                         0                            5
9836              1.3155585E-5                         0                            89
9837              1.3155585E-5                         0                            43
9838              1.3155585E-5                         0                            29
9840              1.3155585E-5                         0                            57
9846              1.3155585E-5                         0                            68
9848              1.3155585E-5                         0                            16
9852              1.3155585E-5                         0                            18
9855              1.3155585E-5                         0                            48
9857              1.3155585E-5                         0                            41
9866              1.3155585E-5                         0                            54
9869              1.3155585E-5                         0                            8
9874              1.3155585E-5                         0                            5
9884              1.3155585E-5                         0                            37
9891              1.3155585E-5                         0                            27
9897              1.3155585E-5                         0                            11
9901              1.3155585E-5                         0                            21
9906              1.3155585E-5                         0                            57
9907              1.3155585E-5                         0                            57
9908              1.3155585E-5                         0                            4
9909              1.3155585E-5                         0                            78
9914              1.3155585E-5                         0                            16
9915              1.3155585E-5                         0                            1
9922              1.3155585E-5                         0                            30
9923              1.3155585E-5                         0                            80
9924              1.3155585E-5                         0                            21
9930              1.3155585E-5                         0                            22
9931              1.3155585E-5                         0                            12
9932              1.3155585E-5                         0                            29
9933              1.3155585E-5                         0                            24
9934              1.3155585E-5                         0                            22
9935              1.3155585E-5                         0                            31
9936              1.3155585E-5                         0                            26
9937              1.3155585E-5                         0                            19
9938              1.3155585E-5                         0                            11
9939              1.3155585E-5                         0                            15
9940              1.3155585E-5                         0                            20
9941              1.3155585E-5                         0                            27
9942              1.3155585E-5                         0                            14
9943              1.3155585E-5                         0                            19
9944              1.3155585E-5                         0                            31
9945              1.3155585E-5                         0                            30
9946              1.3155585E-5                         0                            24
9951              1.3155585E-5                         0                            14
9964              1.3155585E-5                         0                            13
9993              1.3155585E-5                         0                            30
9997              1.3155585E-5                         0                            9
10003              1.3155585E-5                         0                            16
10007              1.3155585E-5                         0                            19
10024              1.3155585E-5                         0                            46
10027              1.3155585E-5                         0                            30
10033              1.3155585E-5                         0                            7
10056              1.3155585E-5                         0                            30
10060              1.3155585E-5                         0                            39
10065              1.3155585E-5                         0                            45
10068              1.3155585E-5                         0                            95
10071              1.3155585E-5                         0                            17
10076              1.3155585E-5                         0                            30
10078              1.3155585E-5                         0                            50
10082              1.3155585E-5                         0                            20
10087              1.3155585E-5                         0                            17
10110              1.3155585E-5                         0                            6
10128              1.3155585E-5                         0                            1
10130              1.3155585E-5                         0                            28
10133              1.3155585E-5                         0                            35
10134              1.3155585E-5                         0                            15
10148              1.3155585E-5                         0                            22
10150              1.3155585E-5                         0                            20
10153              1.3155585E-5                         0                            19
10187              1.3155585E-5                         0                            37
10191              1.3155585E-5                         0                            47
10194              1.3155585E-5                         0                            56
10201              1.3155585E-5                         0                            6
10213              1.3155585E-5                         0                            45
10223              1.3155585E-5                         0                            49
10229              1.3155585E-5                         0                            27
10234              1.3155585E-5                         0                            32
10240              1.3155585E-5                         0                            41
10249              1.3155585E-5                         0                            455
10252              1.3155585E-5                         0                            19
10263              1.3155585E-5                         0                            3
10266              1.3155585E-5                         0                            40
10267              1.3155585E-5                         0                            11
10274              1.3155585E-5                         0                            28
10277              1.3155585E-5                         0                            35
10278              1.3155585E-5                         0                            24
10279              1.3155585E-5                         0                            7
10281              1.3155585E-5                         0                            43
10282              1.3155585E-5                         0                            39
10299              1.3155585E-5                         0                            24
10300              1.3155585E-5                         0                            6
10326              1.3155585E-5                         0                            41
10344              1.3155585E-5                         0                            13
10347              1.3155585E-5                         0                            126
10359              1.3155585E-5                         0                            33
10360              1.3155585E-5                         0                            27
10361              1.3155585E-5                         0                            28
10362              1.3155585E-5                         0                            41
10367              1.3155585E-5                         0                            25
10387              1.3155585E-5                         0                            32
10388              1.3155585E-5                         0                            12
10389              1.3155585E-5                         0                            9
10397              1.3155585E-5                         0                            208
10402              1.3155585E-5                         0                            27
10403              1.3155585E-5                         0                            10
10410              1.3155585E-5                         0                            65
10414              1.3155585E-5                         0                            16
10418              1.3155585E-5                         0                            26
10420              1.3155585E-5                         0                            4
10429              1.3155585E-5                         0                            21
10432              1.3155585E-5                         0                            13
10439              1.3155585E-5                         0                            14
10442              1.3155585E-5                         0                            39
10444              1.3155585E-5                         0                            4
10451              1.3155585E-5                         0                            16
10456              1.3155585E-5                         0                            173
10457              1.3155585E-5                         0                            109
10467              1.3155585E-5                         0                            17
10469              1.3155585E-5                         0                            20
10473              1.3155585E-5                         0                            6
10476              1.3155585E-5                         0                            87
10501              1.3155585E-5                         0                            3
10515              1.3155585E-5                         0                            21
10520              1.3155585E-5                         0                            20
10522              1.3155585E-5                         0                            2
10527              1.3155585E-5                         0                            13
10536              1.3155585E-5                         0                            23
10540              1.3155585E-5                         0                            2
10544              1.3155585E-5                         0                            35
10548              1.3155585E-5                         0                            23
10549              1.3155585E-5                         0                            19
10550              1.3155585E-5                         0                            6
10562              1.3155585E-5                         0                            38
10573              1.3155585E-5                         0                            19
10580              1.3155585E-5                         0                            25
10581              1.3155585E-5                         0                            110
10586              1.3155585E-5                         0                            76
10593              1.3155585E-5                         0                            6
10601              1.3155585E-5                         0                            47
10605              1.3155585E-5                         0                            40
10607              1.3155585E-5                         0                            9
10608              1.3155585E-5                         0                            142
10609              1.3155585E-5                         0                            44
10610              1.3155585E-5                         0                            47
10611              1.3155585E-5                         0                            145
10615              1.3155585E-5                         0                            52
10633              1.3155585E-5                         0                            26
10634              1.3155585E-5                         0                            5
10640              1.3155585E-5                         0                            6
10644              1.3155585E-5                         0                            10
10647              1.3155585E-5                         0                            19
10648              1.3155585E-5                         0                            38
10650              1.3155585E-5                         0                            26
10653              1.3155585E-5                         0                            100
10654              1.3155585E-5                         0                            16
10678              1.3155585E-5                         0                            2
10683              1.3155585E-5                         0                            25
10685              1.3155585E-5                         0                            20
10687              1.3155585E-5                         0                            8
10689              1.3155585E-5                         0                            5
10693              1.3155585E-5                         0                            15
10697              1.3155585E-5                         0                            91
10700              1.3155585E-5                         0                            16
10709              1.3155585E-5                         0                            21
10711              1.3155585E-5                         0                            31
10714              1.3155585E-5                         0                            54
10716              1.3155585E-5                         0                            117
10721              1.3155585E-5                         0                            17
10722              1.3155585E-5                         0                            28
10725              1.3155585E-5                         0                            4
10727              1.3155585E-5                         0                            25
10748              1.3155585E-5                         0                            40
10749              1.3155585E-5                         0                            29
10754              1.3155585E-5                         0                            10
10768              1.3155585E-5                         0                            1
10769              1.3155585E-5                         0                            49
10776              1.3155585E-5                         0                            52
10800              1.3155585E-5                         0                            91
10812              1.3155585E-5                         0                            10
10814              1.3155585E-5                         0                            25
10823              1.3155585E-5                         0                            20
10829              1.3155585E-5                         0                            7
10831              1.3155585E-5                         0                            24
10834              1.3155585E-5                         0                            21
10840              1.3155585E-5                         0                            1
10841              1.3155585E-5                         0                            6
10869              1.3155585E-5                         0                            23
10890              1.3155585E-5                         0                            1
10896              1.3155585E-5                         0                            75
10910              1.3155585E-5                         0                            29
10915              1.3155585E-5                         0                            30
10926              1.3155585E-5                         0                            77
10932              1.3155585E-5                         0                            31
10939              1.3155585E-5                         0                            27
10941              1.3155585E-5                         0                            33
10943              1.3155585E-5                         0                            62
10944              1.3155585E-5                         0                            26
10950              1.3155585E-5                         0                            12
10955              1.3155585E-5                         0                            316
10958              1.3155585E-5                         0                            75
10963              1.3155585E-5                         0                            17
10969              1.3155585E-5                         0                            50
10978              1.3155585E-5                         0                            36
10980              1.3155585E-5                         0                            36
10982              1.3155585E-5                         0                            8
11004              1.3155585E-5                         0                            40
11014              1.3155585E-5                         0                            1
11015              1.3155585E-5                         0                            85
11016              1.3155585E-5                         0                            8
11025              1.3155585E-5                         0                            28
11029              1.3155585E-5                         0                            12
11032              1.3155585E-5                         0                            4
11036              1.3155585E-5                         0                            9
11037              1.3155585E-5                         0                            5
11039              1.3155585E-5                         0                            6
11050              1.3155585E-5                         0                            18
11059              1.3155585E-5                         0                            43
11078              1.3155585E-5                         0                            26
11081              1.3155585E-5                         0                            53
11083              1.3155585E-5                         0                            89
11100              1.3155585E-5                         0                            2
11105              1.3155585E-5                         0                            15
11107              1.3155585E-5                         0                            35
11109              1.3155585E-5                         0                            36
11110              1.3155585E-5                         0                            79
11111              1.3155585E-5                         0                            2
11113              1.3155585E-5                         0                            31
11114              1.3155585E-5                         0                            16
11119              1.3155585E-5                         0                            56
11120              1.3155585E-5                         0                            97
11121              1.3155585E-5                         0                            1
11123              1.3155585E-5                         0                            2
11127              1.3155585E-5                         0                            3
11128              1.3155585E-5                         0                            51
11129              1.3155585E-5                         0                            1
11147              1.3155585E-5                         0                            23
11152              1.3155585E-5                         0                            32
11154              1.3155585E-5                         0                            44
11155              1.3155585E-5                         0                            11
11161              1.3155585E-5                         0                            8
11163              1.3155585E-5                         0                            5
11166              1.3155585E-5                         0                            24
11170              1.3155585E-5                         0                            19
11175              1.3155585E-5                         0                            15
11192              1.3155585E-5                         0                            328
11193              1.3155585E-5                         0                            18
11194              1.3155585E-5                         0                            35
11206              1.3155585E-5                         0                            16
11209              1.3155585E-5                         0                            51
11210              1.3155585E-5                         0                            12
11216              1.3155585E-5                         0                            27
11227              1.3155585E-5                         0                            2
11228              1.3155585E-5                         0                            7
11232              1.3155585E-5                         0                            20
11233              1.3155585E-5                         0                            818
11236              1.3155585E-5                         0                            471
11237              1.3155585E-5                         0                            29
