id out in
6133 57 44
6134 205 139
6135 15 28
6136 23 26
6137 39 34
6138 234 146
6139 62 82
6140 77 37
6141 232 60
6142 407 300
6143 1 26
6144 66 116
6145 193 643
6146 1 5
6147 0 16
6148 185 333
6149 490 168
6150 131 131
6151 15 6
6152 174 59
6153 324 254
6154 5 62
6155 8 33
6156 1 11
6157 5 121
6158 19 66
6159 120 130
6160 155 49
6161 100 21
6162 2 39
6163 87 88
6164 0 102
6165 86 47
6166 99 130
6167 172 1
6168 74 35
6169 1 10
6170 1 4
6171 69 49
6172 82 32
6173 1 91
6174 64 178
6175 156 13
6176 0 30
6177 0 46
6178 1 103
6179 45 109
6180 22 25
6181 236 285
6182 130 71
6183 87 103
6184 71 88
6185 10 2
6186 3 29
6187 64 59
6188 14 35
6189 39 118
6190 2 43
6191 204 63
6192 34 31
6193 85 83
6194 42 2
6195 103 19
6196 0 23
6197 5 22
6198 0 23
6199 68 145
6200 360 29
6201 374 82
6202 688 49
6203 48 55
6204 0 28
6205 0 126
6206 43 35
6207 76 114
6208 97 74
6209 75 53
6210 57 201
6211 57 295
6212 16 6
6213 10 65
6214 0 34
6215 13 37
6216 0 21
6217 128 45
6218 4 9
6219 0 29
6220 0 34
6221 0 41
6222 0 30
6223 0 7
6224 17 65
6225 0 79
6226 4595 34
6227 4 95
6228 9 34
6229 200 39
6230 14 76
6231 0 21
6232 162 72
6233 27 25
6234 3 131
6235 72 94
6236 72 138
6237 0 54
6238 1 34
6239 4 3
6240 1 57
6241 40 76
6242 12 119
6243 0 210
6244 41 207
6245 0 15
6246 24 141
6247 6 136
6248 53 14
6249 1 27
6250 1 35
6251 2 37
6252 6 243
6253 169 178
6254 16 94
6255 46 61
6256 34 64
6257 125 179
6258 12 30
6259 9 7
6260 355 123
6261 42 64
6262 128 245
6263 8 17
6264 24 15
6265 12 4
6266 0 32
6267 48 35
6268 4788 62
6269 2 27
6270 148 949
6271 193 582
6272 47 57
6273 84 100
6274 24 17
6275 209 35
6276 208 60
6277 12 47
6278 81 183
6279 34 51
6280 246 82
6281 49 53
6282 0 4
6283 3 23
6284 183 107
6285 6 1
6286 29 12
6287 3 1
6288 16 60
6289 107 105
6290 120 72
6291 136 47
6292 101 1130
6293 20 10
6294 47 53
6295 64 284
6296 80 685
6297 26 25
6298 13 81
6299 19 27
6300 124 156
6301 752 32
6302 162 324
6303 36 242
6304 67 9
6305 2 31
6306 364 61
6307 5 17
6308 81 13
6309 18 20
6310 0 179
6311 133 883
6312 17 54
6313 138 62
6314 1 49
6315 0 22
6316 8 29
6317 0 4
6318 82 67
6319 16 41
6320 12 45
6321 1 13
6322 11 4
6323 18 49
6324 3 7
6325 181 37
6326 100 74
6327 96 47
6328 127 133
6329 1 114
6330 1 35
6331 0 71
6332 74 51
6333 0 35
6334 70 19
6335 125 209
6336 0 15
6337 49 172
6338 12 30
6339 0 5
6340 5 18
6341 1 24
6342 1 22
6343 2 16
6344 588 801
6345 585 266
6346 6 10
6347 12 48
6348 1 11
6349 711 492
6350 22 88
6351 191 246
6352 1 75
6353 213 541
6354 2 25
6355 2 20
6356 56 15
6357 0 13
6358 0 2
6359 1 11
6360 1 21
6361 8 63
6362 14 35
6363 5 64
6364 15 188
6365 0 45
6366 2 64
6367 35 87
6368 2 52
6369 2 97
6370 0 22
6371 2 54
6372 7 91
6373 5 87
6374 6 7
6375 9 53
6376 57 370
6377 2 52
6378 227 127
6379 0 23
6380 0 38
6381 8 42
6382 76 117
6383 12 51
6384 3 55
6385 0 3
6386 35 49
6387 35 96
6388 13 176
6389 58 27
6390 0 22
6391 52 276
6392 20 53
6393 0 47
6394 507 973
6395 9 90
6396 2506 351
6397 95 49
6398 0 0
6399 203 306
6400 176 182
6401 5 110
6402 3 108
6403 1 396
6404 2 55
6405 20 11
6406 5 36
6407 0 14
6408 0 32
6409 1 23
6410 8 83
6411 8 15
6412 0 41
6413 1 24
6414 445 5
6415 5 59
6416 57 93
6417 175 85
6418 76 17
6419 0 91
6420 18 10
6421 0 14
6422 0 2
6423 1218 47
6424 6 36
6425 0 17
6426 74 88
6427 158 54
6428 83 83
6429 50 151
6430 0 19
6431 3 3
6432 0 7
6433 0 10
6434 15 118
6435 36 457
6436 4 5
6437 2 6
6438 0 2
6439 21 97
6440 88 145
6441 127 44
6442 16 44
6443 56 372
6444 18 9
6445 2 12
6446 13 113
6447 179 108
6448 2 48
6449 0 11
6450 0 22
6451 4 1
6452 21 14
6453 20 12
6454 10 55
6455 22 59
6456 43 52
6457 0 12
6458 0 4
6459 20 76
6460 5 13
6461 6 29
6462 0 36
6463 1 11
6464 0 14
6465 0 14
6466 15 48
6467 3 9
6468 4 34
6469 46 60
6470 1 55
6471 67 927
6472 110 61
6473 4 2
6474 9 27
6475 0 45
6476 0 2
6477 5 14
6478 1 7
6479 2 5
6480 1 68
6481 30 103
6482 67 126
6483 7 5
6484 17 16
6485 15 72
6486 0 49
6487 1 102
6488 7 13
6489 1 21
6490 1 96
6491 55 179
6492 17 59
6493 239 17
6494 118 101
6495 124 31
6496 45 75
6497 3 5
6498 32 42
6499 1 62
6500 7 37
6501 71 84
6502 1 41
6503 98 74
6504 0 36
6505 1 55
6506 38 50
6507 20 17
6508 0 60
6509 3 74
6510 1 36
6511 5 88
6512 34 130
6513 107 36
6514 12 23
6515 3 54
6516 0 38
6517 1 9
6518 2 48
6519 2 55
6520 1 78
6521 6 28
6522 8 49
6523 6 35
6524 6 54
6525 6 35
6526 3 3
6527 137 220
6528 21 84
6529 4 8
6530 1 106
6531 1105 20
6532 0 124
6533 3 38
6534 1 33
6535 0 43
6536 0 8
6537 0 32
6538 41 75
6539 1 52
6540 5 53
6541 1 35
6542 2 46
6543 0 1
6544 3 99
6545 0 6
6546 0 20
6547 1 38
6548 2 39
6549 30 20
6550 86 35
6551 67 158
6552 0 51
6553 3 46
6554 7 51
6555 3 144
6556 0 19
6557 13 31
6558 9 83
6559 0 8
6560 0 68
6561 41 20
6562 2 167
6563 10 54
6564 0 14
6565 7 72
6566 0 52
6567 35 57
6568 12 41
6569 15 9
6570 29 19
6571 40 147
6572 0 23
6573 1 4
6574 0 19
6575 25 15
6576 0 38
6577 2 28
6578 36 68
6579 0 20
6580 1 38
6581 5 69
6582 9 115
6583 2 25
6584 10 17
6585 6 40
6586 117 15
6587 1 3
6588 17 26
6589 0 33
6590 23 18
6591 10 82
6592 1 27
6593 0 31
6594 30 23
6595 137 249
6596 64 76
6597 2 4
6598 2 89
6599 247 738
6600 248 185
6601 15 53
6602 103 195
6603 0 34
6604 10 92
6605 9 34
6606 12 60
6607 1 34
6608 169 640
6609 18 30
6610 169 440
6611 247 276
6612 10 13
6613 6 13
6614 6 88
6615 2 25
6616 3 17
6617 1 37
6618 0 7
6619 3 36
6620 5 29
6621 1 166
6622 0 5
6623 1188 47
6624 139 236
6625 108 25
6626 115 39
6627 161 663
6628 0 13
6629 0 1
6630 1 28
6631 0 9
6632 106 120
6633 64 182
6634 7 62
6635 0 26
6636 6 38
6637 1 65
6638 12 119
6639 0 9
6640 0 72
6641 129 75
6642 26 290
6643 67 100
6644 90 10
6645 38 66
6646 5 78
6647 0 87
6648 0 11
6649 13 24
6650 0 17
6651 0 8
6652 0 2
6653 0 11
6654 0 3
6655 3 62
6656 0 11
6657 0 0
6658 4 23
6659 2 21
6660 0 22
6661 93 29
6662 0 14
6663 9 10
6664 16 64
6665 1 32
6666 16 38
6667 3 55
6668 115 154
6669 10 44
6670 0 35
6671 0 80
6672 0 11
6673 0 19
6674 3 57
6675 7 5
6676 1 78
6677 39 28
6678 0 18
6679 6 28
6680 59 707
6681 199 392
6682 18 46
6683 7 3
6684 0 34
6685 2 132
6686 5 97
6687 37 220
6688 16 15
6689 0 53
6690 5 24
6691 1 42
6692 0 52
6693 6 11
6694 1 17
6695 142 32
6696 15 70
6697 0 6
6698 0 56
6699 23 15
6700 10 70
6701 0 24
6702 0 12
6703 3 14
6704 13 57
6705 0 51
6706 9 143
6707 5 140
6708 2 3
6709 18 26
6710 8 68
6711 40 75
6712 3 57
6713 85 20
6714 168 36
6715 0 24
6716 22 88
6717 9 62
6718 1 3
6719 22 22
6720 1 109
6721 0 12
6722 62 17
6723 0 5
6724 0 20
6725 15 29
6726 0 14
6727 0 49
6728 6 38
6729 822 49
6730 6 70
6731 3 57
6732 1 21
6733 0 6
6734 428 13
6735 3 27
6736 14 40
6737 0 84
6738 4 79
6739 13 59
6740 0 37
6741 8 60
6742 1 36
6743 0 3
6744 5 16
6745 5 35
6746 10 51
6747 122 19
6748 21 14
6749 0 85
6750 6 48
6751 0 50
6752 5 66
6753 47 60
6754 5 19
6755 2 21
6756 5 14
6757 19 13
6758 3 34
6759 119 220
6760 18 49
6761 62 86
6762 15 50
6763 1 31
6764 2 9
6765 0 82
6766 2 13
6767 0 30
6768 2 30
6769 0 24
6770 0 8
6771 1 16
6772 29 16
6773 91 1
6774 8 63
6775 0 34
6776 4 36
6777 965 39
6778 299 203
6779 29 40
6780 8 76
6781 63 125
6782 114 69
6783 1 11
6784 75 48
6785 53 66
6786 5 58
6787 31 22
6788 498 595
6789 488 9
6790 101 371
6791 102 69
6792 3 3
6793 100 93
6794 239 228
6795 251 167
6796 50 36
6797 143 98
6798 33 31
6799 21 31
6800 98 63
6801 107 19
6802 19 3
6803 176 120
6804 5 18
6805 189 144
6806 129 205
6807 0 4
6808 3 25
6809 173 90
6810 72 40
6811 3 29
6812 3 33
6813 20 49
6814 4 35
6815 0 23
6816 0 10
6817 0 8
6818 3 26
6819 3 22
6820 16 37
6821 5994 16
6822 584 36
6823 11 85
6824 0 45
6825 56 51
6826 0 50
6827 1 10
6828 0 10
6829 4 57
6830 1 30
6831 1745 43
6832 0 25
6833 3 5
6834 0 13
6835 21 19
6836 24 44
6837 2 30
6838 21 61
6839 18 42
6840 64 72
6841 13 329
6842 3 10
6843 796 654
6844 188 61
6845 158 271
6846 5 51
6847 0 12
6848 144 230
6849 9 20
6850 8 45
6851 40 95
6852 0 12
6853 14 137
6854 8 37
6855 1 21
6856 0 14
6857 6 26
6858 0 51
6859 12 44
6860 2 41
6861 15 47
6862 4 91
6863 1 21
6864 2 78
6865 18 49
6866 0 20
6867 47 87
6868 413 230
6869 1 70
6870 28 12
6871 105 62
6872 415 136
6873 74 85
6874 56 173
6875 377 20
6876 169 168
6877 122 107
6878 46 117
6879 1 1
6880 116 126
6881 449 171
6882 1589 16
6883 11 30
6884 4 20
6885 451 20
6886 448 62
6887 1236 51
6888 0 61
6889 97 20
6890 257 115
6891 0 36
6892 0 29
6893 234 236
6894 0 25
6895 2 14
6896 0 3
6897 0 20
6898 8 99
6899 1 14
6900 6 46
6901 0 57
6902 0 32
6903 0 31
6904 9 15
6905 15 73
6906 0 54
6907 38 1116
6908 4 39
6909 451 143
6910 1 35
6911 176 105
6912 0 1
6913 123 89
6914 450 131
6915 0 9
6916 183 170
6917 11 127
6918 6 118
6919 449 103
6920 12 52
6921 1 57
6922 2 30
6923 5 72
6924 118 217
6925 44 47
6926 189 51
6927 13 43
6928 1 5
6929 2 16
6930 0 13
6931 1 27
6932 56 30
6933 0 35
6934 0 4
6935 90 78
6936 28 26
6937 705 347
6938 1 38
6939 0 10
6940 1 2
6941 0 30
6942 0 20
6943 0 13
6944 11 15
6945 4 7
6946 2 102
6947 24 18
6948 11 74
6949 10 25
6950 7 34
6951 12 2
6952 56 262
6953 66 388
6954 3 27
6955 521 70
6956 191 217
6957 6 54
6958 69 71
6959 49 262
6960 27 310
6961 57 314
6962 52 30
6963 0 39
6964 0 63
6965 1 172
6966 72 198
6967 0 6
6968 84 136
6969 17 86
6970 41 72
6971 628 1349
6972 2 4
6973 3 19
6974 0 8
6975 27 40
6976 1 265
6977 0 21
6978 39 69
6979 1 38
6980 34 23
6981 48 69
6982 119 93
6983 2 21
6984 0 17
6985 3 13
6986 77 27
6987 5 48
6988 379 159
6989 0 23
6990 108 113
6991 3 113
6992 147 56
6993 56 67
6994 1 40
6995 35 46
6996 231 164
6997 9 1
6998 0 11
6999 18 9
7000 8 19
7001 2 9
7002 2 16
7003 26 365
7004 2 11
7005 2 22
7006 106 97
7007 7 26
7008 7 1
7009 744 484
7010 556 120
7011 49 72
7012 0 74
7013 1 77
7014 260 79
7015 1 8
7016 16 61
7017 118 39
7018 5 27
7019 0 6
7020 1 32
7021 0 24
7022 14 12
7023 2 15
7024 162 122
7025 108 85
7026 18 35
7027 0 14
7028 171 90
7029 106 132
7030 68 127
7031 24 38
7032 0 19
7033 119 54
7034 1 14
7035 0 5
7036 132 168
7037 8 6
7038 0 9
7039 88 54
7040 18 41
7041 101 115
7042 214 143
7043 6 7
7044 13 54
7045 9 85
7046 0 4
7047 1 18
7048 65 127
7049 69 77
7050 0 21
7051 5 22
7052 1 254
7053 244 423
7054 0 18
7055 16 24
7056 17 59
7057 0 1
7058 0 83
7059 2 30
7060 18 57
7061 1 23
7062 25 47
7063 24 21
7064 18 12
7065 10 213
7066 83 26
7067 67 31
7068 14 35
7069 1434 39
7070 0 25
7071 187 224
7072 268 800
7073 111 81
7074 0 11
7075 5 28
7076 0 45
7077 17 18
7078 20 63
7079 87 549
7080 0 21
7081 0 23
7082 101 43
7083 46 28
7084 1 21
7085 1 11
7086 52 67
7087 67 50
7088 71 44
7089 60 43
7090 83 108
7091 1363 738
7092 593 358
7093 162 414
7094 139 137
7095 30 33
7096 15 84
7097 17 58
7098 18 43
7099 12 4
7100 0 231
7101 20 38
7102 68 86
7103 91 54
7104 0 10
7105 217 175
7106 5 69
7107 5 40
7108 1 25
7109 185 27
7110 12 55
7111 13 55
7112 156 176
7113 9 9
7114 0 19
7115 3 206
7116 80 498
7117 330 156
7118 1 80
7119 7 173
7120 335 30
7121 350 31
7122 61 97
7123 74 26
7124 38 74
7125 32 247
7126 293 285
7127 114 81
7128 4 143
7129 67 98
7130 26 107
7131 0 20
7132 0 15
7133 16 44
7134 3 40
7135 4 21
7136 60 383
7137 89 60
7138 274 40
7139 274 98
7140 167 939
7141 4 279
7142 2 501
7143 82 273
7144 33 69
7145 37 247
7146 115 595
7147 15 1398
7148 0 192
7149 2 45
7150 2 23
7151 2 22
7152 176 119
7153 2 17
7154 9 57
7155 3 55
7156 0 33
7157 0 56
7158 7 121
7159 7 51
7160 0 51
7161 20 124
7162 13 70
7163 1 21
7164 6 51
7165 2 16
7166 11 26
7167 0 26
7168 10 53
7169 6 10
7170 13 73
7171 6 63
7172 7 57
7173 32 100
7174 17 56
7175 5 2
7176 8 12
7177 45 42
7178 1 22
7179 18 8
7180 0 66
7181 1 45
7182 22 17
7183 78 141
7184 14 32
7185 7 53
7186 18 93
7187 2 119
7188 0 36
7189 1 27
7190 4 20
7191 0 49
7192 76 1027
7193 0 22
7194 103 18
7195 221 74
7196 0 10
7197 0 41
7198 2 20
7199 7 106
7200 51 81
7201 2 19
7202 1 61
7203 442 48
7204 1 49
7205 58 55
7206 0 16
7207 2 170
7208 42 87
7209 153 47
7210 335 127
7211 1 2
7212 0 5
7213 62 27
7214 1 5
7215 258 32
7216 15 62
7217 7 17
7218 99 100
7219 12 31
7220 0 1
7221 19 31
7222 5 83
7223 1 38
7224 1 23
7225 7 41
7226 3 9
7227 2 56
7228 1 7
7229 1 23
7230 0 21
7231 1 1
7232 0 1
7233 4 33
7234 1 47
7235 8 68
7236 0 9
7237 1 20
7238 6 44
7239 0 22
7240 1 46
7241 81 35
7242 4 31
7243 83 40
7244 0 28
7245 1 9
7246 0 40
7247 1 12
7248 4 1
7249 0 36
7250 1 23
7251 0 5
7252 0 32
7253 8 11
7254 37 56
7255 1 61
7256 146 138
7257 139 19
7258 0 112
7259 6 30
7260 1 153
7261 118 229
7262 51 324
7263 1 72
7264 517 37
7265 18 40
7266 0 44
7267 131 571
7268 87 152
7269 15 36
7270 3 55
7271 28 312
7272 222 1177
7273 34 50
7274 31 9
7275 31 132
7276 4 8
7277 6 2
7278 546 329
7279 502 433
7280 99 253
7281 0 3
7282 47 47
7283 96 168
7284 40 28
7285 24 10
7286 83 41
7287 466 315
7288 1 39
7289 26 112
7290 91 94
7291 6 15
7292 17 39
7293 97 25
7294 977 603
7295 4 80
7296 0 29
7297 1 14
7298 2 23
7299 55 34
7300 1 4
7301 7 54
7302 0 19
7303 57 100
7304 33 53
7305 7 150
7306 21 10
7307 0 52
7308 2 20
7309 303 402
7310 102 75
7311 1 158
7312 14 4
7313 381 331
7314 1 26
7315 60 166
7316 1 3
7317 1 10
7318 62 26
7319 48 69
7320 143 324
7321 0 3
7322 0 24
7323 4 2
7324 5 5
7325 206 195
7326 0 66
7327 29 94
7328 51 28
7329 54 63
7330 23 9
7331 31 2
7332 41 102
7333 50 195
7334 425 80
7335 421 180
7336 0 25
7337 28 26
7338 11 58
7339 86 12
7340 157 41
7341 260 90
7342 527 194
7343 5 334
7344 97 177
7345 11 121
7346 0 328
7347 0 54
7348 79 62
7349 132 226
7350 4 56
7351 1 148
7352 8 174
7353 42 23
7354 12 39
7355 20 50
7356 20 44
7357 6 9
7358 160 197
7359 83 42
7360 0 312
7361 66 194
7362 0 24
7363 82 251
7364 0 23
7365 430 337
7366 0 7
7367 1 29
7368 19 69
7369 12 26
7370 69 32
7371 11 23
7372 15 13
7373 39 123
7374 48 155
7375 54 82
7376 16 8
7377 78 557
7378 8 760
7379 0 30
7380 88 35
7381 0 11
7382 0 15
7383 0 36
7384 5 75
7385 12 60
7386 43 4
7387 0 30
7388 368 205
7389 0 41
7390 353 98
7391 168 138
7392 52 65
7393 142 127
7394 14 60
7395 76 67
7396 107 33
7397 25 73
7398 41 29
7399 289 370
7400 0 74
7401 363 141
7402 84 45
7403 0 24
7404 13 38
7405 88 74
7406 1 131
7407 39 15
7408 100 49
7409 225 63
7410 100 36
7411 33 218
7412 0 1
7413 1 803
7414 138 58
7415 0 39
7416 0 30
7417 5 62
7418 0 60
7419 35 18
7420 1 30
7421 1 31
7422 1655 70
7423 1 9
7424 5 26
7425 10 52
7426 1 1029
7427 2 2
7428 29 28
7429 6 6
7430 1 26
7431 38 122
7432 6 81
7433 69 49
7434 1 54
7435 3 166
7436 1 26
7437 48 143
7438 10 33
7439 11 45
7440 31 57
7441 4 79
7442 21 32
7443 1 23
7444 0 55
7445 20 14
7446 194 20
7447 116 19
7448 829 31
7449 1389 37
7450 107 31
7451 0 2
7452 1 67
7453 3 12
7454 1 22
7455 0 21
7456 2 3
7457 10 49
7458 30 65
7459 15 34
7460 3 14
7461 5 90
7462 18 14
7463 92 267
7464 1 98
7465 14 5
7466 2 32
7467 0 107
7468 1 26
7469 0 41
7470 14 65
7471 5 35
7472 11 52
7473 0 16
7474 261 13
7475 0 46
7476 0 26
7477 6 42
7478 0 35
7479 2 3
7480 1 13
7481 43 23
7482 0 16
7483 13 18
7484 0 4
7485 0 21
7486 187 264
7487 14 21
7488 32 33
7489 21 94
7490 40 14
7491 136 97
7492 156 180
7493 65 232
7494 0 2
7495 7 73
7496 201 57
7497 309 102
7498 0 20
7499 0 13
7500 1 1
7501 4 47
7502 18 51
7503 64 47
7504 113 217
7505 75 16
7506 48 114
7507 12 26
7508 1 78
7509 3 32
7510 6 10
7511 95 172
7512 10 45
7513 13 13
7514 174 157
7515 17 17
7516 5 25
7517 0 28
7518 95 34
7519 83 104
7520 82 43
7521 0 72
7522 7 74
7523 15 30
7524 51 104
7525 269 175
7526 38 29
7527 0 36
7528 61 132
7529 52 39
7530 83 178
7531 24 16
7532 0 46
7533 0 6
7534 53 99
7535 0 1
7536 102 19
7537 144 55
7538 4 2
7539 47 27
7540 14 93
7541 0 1
7542 79 38
7543 0 24
7544 0 21
7545 4 305
7546 1 28
7547 26 107
7548 71 55
7549 54 16
7550 61 14
7551 156 36
7552 73 80
7553 13 25
7554 37 30
7555 1 47
7556 206 102
7557 97 38
7558 26 10
7559 159 220
7560 8 41
7561 63 15
7562 2 11
7563 66 75
7564 6 20
7565 47 452
7566 244 64
7567 1147 9
7568 31 197
7569 124 39
7570 0 3
7571 6 10
7572 7 20
7573 15 16
7574 0 20
7575 0 28
7576 11 31
7577 21 29
7578 1 44
7579 258 23
7580 0 1
7581 91 121
7582 0 20
7583 132 170
7584 113 41
7585 1 55
7586 0 56
7587 5 30
7588 1 3
7589 1 7
7590 0 12
7591 5 25
7592 0 13
7593 52 64
7594 3 37
7595 15 44
7596 4 30
7597 0 9
7598 31 28
7599 21 15
7600 19 38
7601 66 27
7602 66 88
7603 1 75
7604 0 17
7605 432 734
7606 99 120
7607 117 382
7608 12 49
7609 0 8
7610 258 25
7611 52 227
7612 0 6
7613 241 184
7614 5 39
7615 428 693
7616 22 62
7617 9 91
7618 13 20
7619 36 143
7620 2 6
7621 10 15
7622 1 107
7623 0 73
7624 35 320
7625 0 22
7626 74 142
7627 10 3
7628 1 18
7629 16 58
7630 7 91
7631 0 27
7632 0 22
7633 6 70
7634 0 6
7635 15 53
7636 218 141
7637 2 98
7638 1 35
7639 5 115
7640 4 35
7641 68 274
7642 82 603
7643 0 140
7644 0 48
7645 0 21
7646 0 21
7647 0 16
7648 1 8
7649 0 95
7650 225 17
7651 2 43
7652 2 43
7653 1 45
7654 0 12
7655 5 50
7656 4 9
7657 23 83
7658 14 47
7659 10 85
7660 37 59
7661 978 800
7662 2095 84
7663 0 1
7664 1 38
7665 1065 562
7666 0 21
7667 13 311
7668 0 15
7669 9 10
7670 29 94
7671 3 19
7672 891 341
7673 222 206
7674 29 67
7675 51 24
7676 164 88
7677 31 29
7678 200 94
7679 1 22
7680 54 73
7681 2 11
7682 19 51
7683 3 44
7684 5 25
7685 1 9
7686 3 27
7687 0 23
7688 457 65
7689 1 78
7690 9 32
7691 113 116
7692 170 59
7693 57 272
7694 1 2
7695 1 11
7696 645 353
7697 212 214
7698 303 83
7699 303 134
7700 172 27
7701 82 20
7702 0 20
7703 0 3
7704 0 33
7705 23 21
7706 0 56
7707 15 37
7708 11 15
7709 4 13
7710 0 33
7711 90 216
7712 7 56
7713 15 32
7714 115 136
7715 0 38
7716 3 100
7717 0 123
7718 19 73
7719 8 1
7720 7 211
7721 1 10
7722 0 16
7723 162 28
7724 0 17
7725 327 26
7726 22 229
7727 0 17
7728 3 119
7729 1 28
7730 3 18
7731 5 22
7732 187 148
7733 0 8
7734 76 567
7735 34 34
7736 0 32
7737 195 180
7738 268 208
7739 75 23
7740 379 190
7741 3 7
7742 335 95
7743 0 19
7744 935 685
7745 222 40
7746 23 72
7747 188 98
7748 16 398
7749 21 102
7750 0 55
7751 314 159
7752 67 51
7753 14 19
7754 47 20
7755 3 21
7756 7 17
7757 3 40
7758 15 84
7759 0 3
7760 4 28
7761 59 18
7762 0 30
7763 3 34
7764 2 34
7765 34 29
7766 6 33
7767 16 37
7768 0 21
7769 191 114
7770 42 21
7771 189 176
7772 26 10
7773 44 26
7774 73 39
7775 38 7
7776 38 35
7777 28 21
7778 54 54
7779 120 95
7780 26 171
7781 5 80
7782 9 11
7783 14 120
7784 93 34
7785 38 154
7786 189 405
7787 4 17
7788 1 17
7789 306 40
7790 18 43
7791 0 18
7792 168 170
7793 686 689
7794 97 199
7795 0 38
7796 19 40
7797 2 17
7798 1 355
7799 1 52
7800 0 14
7801 90 234
7802 31 44
7803 69 24
7804 1090 882
7805 1 198
7806 58 14
7807 240 180
7808 64 144
7809 66 32
7810 78 171
7811 60 144
7812 101 184
7813 0 3
7814 386 47
7815 34 61
7816 34 17
7817 5 16
7818 0 6
7819 0 15
7820 79 23
7821 18 12
7822 955 975
7823 225 351
7824 21 38
7825 15 43
7826 0 1
7827 394 144
7828 387 7
7829 17 6
7830 3 6
7831 319 18
7832 0 1
7833 375 76
7834 28 335
7835 1 955
7836 352 92
7837 468 225
7838 385 44
7839 383 238
7840 36 78
7841 6 13
7842 16 6
7843 1 44
7844 3 74
7845 301 10
7846 2 23
7847 88 27
7848 0 21
7849 0 25
7850 5 30
7851 11 75
7852 0 22
7853 4 83
7854 7 390
7855 171 123
7856 174 208
7857 48 47
7858 130 64
7859 0 87
7860 82 45
7861 1 49
7862 9 87
7863 11 16
7864 0 3
7865 1 226
7866 482 599
7867 1 1
7868 65 43
7869 2 301
7870 10 83
7871 56 120
7872 191 55
7873 229 331
7874 410 202
7875 1 23
7876 558 164
7877 115 175
7878 143 50
7879 105 37
7880 20 18
7881 110 576
7882 38 263
7883 469 32
7884 240 28
7885 349 117
7886 470 49
7887 241 43
7888 57 94
7889 328 92
7890 1 78
7891 177 60
7892 1 55
7893 40 106
7894 0 23
7895 39 153
7896 10 33
7897 36 29
7898 22 56
7899 65 593
7900 0 32
7901 38 161
7902 39 48
7903 3 17
7904 1 47
7905 0 23
7906 12 26
7907 2 40
7908 8 100
7909 8 56
7910 0 20
7911 70 48
7912 75 188
7913 117 78
7914 286 207
7915 0 31
7916 0 18
7917 113 47
7918 312 152
7919 73 98
7920 21 12
7921 1 21
7922 0 20
7923 18 61
7924 476 57
7925 0 1
7926 4 30
7927 36 34
7928 334 20
7929 162 31
7930 1 77
7931 5 65
7932 300 20
7933 298 22
7934 0 7
7935 377 326
7936 3 7
7937 0 12
7938 17 24
7939 44 26
7940 191 193
7941 115 166
7942 23 41
7943 904 242
7944 903 64
7945 80 23
7946 313 93
7947 88 44
7948 191 290
7949 22 29
7950 222 32
7951 22 16
7952 29 9
7953 702 13
7954 756 38
7955 188 22
7956 166 27
7957 20 19
7958 78 17
7959 19 11
7960 104 36
7961 397 34
7962 63 26
7963 65 22
7964 710 35
7965 60 33
7966 110 18
7967 63 26
7968 93 22
7969 23 12
7970 174 26
7971 292 28
7972 216 25
7973 69 23
7974 5 10
7975 195 24
7976 152 23
7977 114 26
7978 47 24
7979 58 10
7980 171 21
7981 656 28
7982 92 19
7983 14 12
7984 41 28
7985 97 18
7986 324 29
7987 78 30
7988 76 27
7989 357 13
7990 247 21
7991 68 26
7992 91 21
7993 63 14
7994 96 24
7995 14 12
7996 35 27
7997 63 23
7998 346 26
7999 44 19
8000 123 259
8001 266 282
8002 350 8
8003 14 43
8004 1 8
8005 157 26
8006 0 45
8007 99 19
8008 207 26
8009 0 17
8010 5 47
8011 1 14
8012 0 12
8013 587 50
8014 0 47
8015 2 24
8016 5 19
8017 2 12
8018 29 54
8019 0 77
8020 2 49
8021 0 7
8022 0 34
8023 9 72
8024 6 20
8025 8 100
8026 7 30
8027 2 86
8028 6 13
8029 1 141
8030 1 55
8031 2 82
8032 64 90
8033 65 114
8034 53 116
8035 27 101
8036 161 87
8037 4 79
8038 5 9
8039 19 24
8040 6 18
8041 0 51
8042 0 1
8043 3 67
8044 1 2
8045 1 23
8046 23 192
8047 3 160
8048 1 40
8049 83 116
8050 1 39
8051 2 19
8052 0 20
8053 187 84
8054 77 56
8055 377 507
8056 0 27
8057 2 12
8058 214 52
8059 44 67
8060 165 42
8061 116 13
8062 785 336
8063 85 196
8064 2 2
8065 129 139
8066 357 48
8067 0 3
8068 30 57
8069 18 40
8070 15 176
8071 0 22
8072 15 44
8073 0 26
8074 2 20
8075 2 35
8076 0 39
8077 4 13
8078 0 24
8079 0 15
8080 135 104
8081 15 48
8082 2 3
8083 7 63
8084 8 166
8085 77 3
8086 3 15
8087 0 36
8088 2 31
8089 0 24
8090 0 23
8091 21 54
8092 3 28
8093 357 27
8094 5 263
8095 0 98
8096 23 106
8097 75 53
8098 399 280
8099 171 641
8100 16 224
8101 655 728
8102 0 6
8103 5 50
8104 290 277
8105 13 30
8106 20 201
8107 52 82
8108 413 191
8109 115 85
8110 2 335
8111 58 40
8112 2 3
8113 114 82
8114 72 32
8115 157 135
8116 44 52
8117 63 201
8118 79 121
8119 94 31
8120 1 9
8121 66 37
8122 201 503
8123 0 1
8124 5 6
8125 3 14
8126 0 55
8127 20 126
